WONumber,BuildingNum,AptNum,JobStatus,Category,CallDate,StartDate,SchedDate,BatchID,BatchDate,CompleteDate,Employee,BriefDesc,Quantity,Code,FullDesc,UnitPrice,PayAmt,woBatchOccuredDate,PostedMonth
486750,1712,"4D","Work Completed","Supplies","2024-02-07 16:02:58",,"2024-02-27 14:38:19",1600031228,"2024-03-08 12:48:04","2024-02-22 14:37:00",,"1712-4D-CABINET ORDER              ",1,"05-00300        ","Base Cabinet 18",264.5,264.5,"2024-02-29 00:00:00","2024-02"
486750,1712,"4D","Work Completed","Supplies","2024-02-07 16:02:58",,"2024-02-27 14:38:19",1600031228,"2024-03-08 12:48:04","2024-02-22 14:37:00",,"1712-4D-CABINET ORDER              ",1,"05-04100        ","Wall Cab 30/30",274.85,274.85,"2024-02-29 00:00:00","2024-02"
486750,1712,"4D","Work Completed","Supplies","2024-02-07 16:02:58",,"2024-02-27 14:38:19",1600031228,"2024-03-08 12:48:04","2024-02-22 14:37:00",,"1712-4D-CABINET ORDER              ",1,,"Filler",104.65,104.65,"2024-02-29 00:00:00","2024-02"
486750,1712,"4D","Work Completed","Supplies","2024-02-07 16:02:58",,"2024-02-27 14:38:19",1600031228,"2024-03-08 12:48:04","2024-02-22 14:37:00",,"1712-4D-CABINET ORDER              ",1,"05-04000        ","Wall Cab 30/18",192.05,192.05,"2024-02-29 00:00:00","2024-02"
487307,1831,"1834-2D","Work Completed","Supplies","2024-02-15 10:50:53",,"2024-02-26 10:41:00",1600031228,"2024-03-08 12:48:04","2024-02-23 10:40:00",,"1834-2D-vacant sink hardware       ",1,"35-00600        ","Kitchen Deck Faucet 42-406",55,55,"2024-02-29 00:00:00","2024-02"
487145,3523,"2A","Work Completed","Supplies","2024-02-13 10:50:03",,"2024-02-23 10:05:35",1600031228,"2024-03-08 12:48:04","2024-02-15 10:04:00",,"3523-2A-sink hardware              ",1,"35-00600        ","Kitchen Deck Faucet 42-406",55,55,"2024-02-29 00:00:00","2024-02"
487189,3540,"BLDG","Work Completed","Supplies","2024-02-13 15:16:30",,"2024-02-13 15:16:00",1600031228,"2024-03-08 12:48:04","2024-02-15 09:57:00",,"3540-BLDG-SUPPLIES                 ",5,"40-00600        ","Bags, Garbage 23x17x46 Regular",37.5,187.5,"2024-02-29 00:00:00","2024-02"
487189,3540,"BLDG","Work Completed","Supplies","2024-02-13 15:16:30",,"2024-02-13 15:16:00",1600031228,"2024-03-08 12:48:04","2024-02-15 09:57:00",,"3540-BLDG-SUPPLIES                 ",12,"40-06125        ","Paper Towels 1 Roll",1.83,21.96,"2024-02-29 00:00:00","2024-02"
487189,3540,"BLDG","Work Completed","Supplies","2024-02-13 15:16:30",,"2024-02-13 15:16:00",1600031228,"2024-03-08 12:48:04","2024-02-15 09:57:00",,"3540-BLDG-SUPPLIES                 ",2,"40-05900        ","Mop, Head 24 oz",4.6,9.2,"2024-02-29 00:00:00","2024-02"
487189,3540,"BLDG","Work Completed","Supplies","2024-02-13 15:16:30",,"2024-02-13 15:16:00",1600031228,"2024-03-08 12:48:04","2024-02-15 09:57:00",,"3540-BLDG-SUPPLIES                 ",2,"40-04555        ","Deodorant, Xtreme Mint (Pest Control) 1 QT",14.9,29.8,"2024-02-29 00:00:00","2024-02"
487189,3540,"BLDG","Work Completed","Supplies","2024-02-13 15:16:30",,"2024-02-13 15:16:00",1600031228,"2024-03-08 12:48:04","2024-02-15 09:57:00",,"3540-BLDG-SUPPLIES                 ",1,"40-04552        ","Deodorant, rain forest (5 gallon containers)",43.9,43.9,"2024-02-29 00:00:00","2024-02"
487396,3501,"BLDG","Work Completed","Supplies","2024-02-16 09:35:48",,"2024-02-16 09:35:00",1600031228,"2024-03-08 12:48:04","2024-02-20 10:28:00",,"3501-BLDG-SUPPLIES                 ",3,"40-00450        ","Bags, Recycle Clear 55 Gallon",40.58,121.74,"2024-02-29 00:00:00","2024-02"
487396,3501,"BLDG","Work Completed","Supplies","2024-02-16 09:35:48",,"2024-02-16 09:35:00",1600031228,"2024-03-08 12:48:04","2024-02-20 10:28:00",,"3501-BLDG-SUPPLIES                 ",2,"40-04552        ","Deodorant, rain forest (5 gallon containers)",43.9,87.8,"2024-02-29 00:00:00","2024-02"
486614,3184,"ST1","Work Completed","Repairs","2024-02-06 14:22:34",,"2024-03-08 11:58:00",1600031271,"2024-03-19 14:12:49","2024-03-08 16:51:00",,"3184-ST1 PAINT REPAIRS             ",40,650             ,"SQFT    Repair the entrance hallway walls with sheetrock",5.75,230,"2024-02-29 00:00:00","2024-02"
486614,3184,"ST1","Work Completed","Repairs","2024-02-06 14:22:34",,"2024-03-08 11:58:00",1600031271,"2024-03-19 14:12:49","2024-03-08 16:51:00",,"3184-ST1 PAINT REPAIRS             ",1,280             ,"Scrape, plaster, paint the complete bathroom",180,180,"2024-02-29 00:00:00","2024-02"
487191,1004,"6F","Work Completed","Repairs","2024-02-13 15:58:54",,"2024-03-07 15:58:00",1600031345,"2024-04-03 12:36:38","2024-03-07 16:33:00",,"1004-6F-BATHROOM CEILING REPAIR    ",1,245             ,"Scrape, plaster ,paint the complete bathroom ceiling",135,135,"2024-03-31 00:00:00","2024-03"
487191,1004,"6F","Work Completed","Repairs","2024-02-13 15:58:54",,"2024-03-07 15:58:00",1600031345,"2024-04-03 12:36:38","2024-03-07 16:33:00",,"1004-6F-BATHROOM CEILING REPAIR    ",1,279             ,"Prime bathroom with mildew resistant primer",175,175,"2024-03-31 00:00:00","2024-03"
487299,3184,"2A","Work Completed","Supplies","2024-02-15 10:38:50",,"2024-03-22 12:47:00",1600031346,"2024-04-03 12:37:34","2024-02-29 12:47:00",,"3184-2A-CABINET ORDER              ",1,"05-00300        ","Base Cabinet 18",264.5,264.5,"2024-03-31 00:00:00","2024-03"
474948,1002,"2C","Work Completed","Repairs","2023-08-16 13:34:39",,"2023-12-06 13:34:00",1600030845,"2024-01-08 17:36:34","2023-12-06 15:11:00",,"1002-2C-3 YEAR PAINT               ",4,805             ,"Two coats are required, per room",150,600,,
474948,1002,"2C","Work Completed","Repairs","2023-08-16 13:34:39",,"2023-12-06 13:34:00",1600030845,"2024-01-08 17:36:34","2023-12-06 15:11:00",,"1002-2C-3 YEAR PAINT               ",0,"ncu6            ","""NO CHILD UNDER THE AGE OF SIX""",0,0,,
474948,1002,"2C","Work Completed","Repairs","2023-08-16 13:34:39",,"2023-12-06 13:34:00",1600030845,"2024-01-08 17:36:34","2023-12-06 15:11:00",,"1002-2C-3 YEAR PAINT               ",1,279             ,"Prime bathroom with mildew resistant primer",175,175,,
484422,1051,"2G","Work Completed","Supplies","2024-01-05 14:33:30",,"2024-01-23 12:14:59",1600031048,"2024-02-06 18:09:24","2024-01-22 12:14:00",,"1051 - 2G - counter and cabinets   ",0,,":Tax Amount",0,0,"2024-01-31 00:00:00","2024-01"
473328,1440,"9C","Work Completed","Supplies","2023-07-21 09:18:16",,"2024-01-29 11:17:30",1600031048,"2024-02-06 18:09:24","2023-07-22 11:16:00",,"1440-9C=kitchen faucet             ",0,,":Tax Amount",0,0,"2024-01-31 00:00:00","2024-01"
484997,1022,"5F","Work Completed","Supplies","2024-01-16 08:18:28",,"2024-02-06 16:29:36",1600031048,"2024-02-06 18:09:24","2024-02-05 16:28:00",,"1022 - 5F - Kit sink base n counter",0,,":Tax Amount",0,0,"2024-01-31 00:00:00","2024-01"
473326,1440,"12D","Work Completed","Supplies","2023-07-21 09:17:20",,"2024-01-29 11:21:21",1600031048,"2024-02-06 18:09:24","2023-07-22 11:20:00",,"1440-12D-kitchen faucet            ",0,,":Tax Amount",0,0,"2024-01-31 00:00:00","2024-01"
485075,1181,"BLDG","Work Completed","Supplies","2024-01-16 14:23:13",,"2024-01-16 14:23:00",1600031048,"2024-02-06 18:09:24","2024-01-23 08:46:00",,"1181-BLDG-SUPPLIES                 ",0,,":Tax Amount",0,0,"2024-01-31 00:00:00","2024-01"
484204,1088,"3J","Work Completed","Supplies","2024-01-03 14:05:58",,"2024-01-29 15:29:44",1600031048,"2024-02-06 18:09:24","2024-01-31 12:30:00",,"1088/3J/VAC/REPAIRS/CABINETS       ",0,,":Tax Amount",0,0,"2024-01-31 00:00:00","2024-01"
479288,1059,"1-2C","Work Completed","Supplies","2023-10-23 13:50:42",,"2024-01-30 09:54:28",1600031048,"2024-02-06 18:09:24","2023-11-16 09:53:00",,"1059-1/2C/CABINETS                 ",0,,":Tax Amount",0,0,"2024-01-31 00:00:00","2024-01"
479228,1059,"2-2F","Work Completed","Supplies","2023-10-23 08:13:16",,"2024-01-30 09:57:00",1600031048,"2024-02-06 18:09:24","2023-11-16 09:56:00",,"1059-2-2F-CABINETS                 ",0,,":Tax Amount",0,0,"2024-01-31 00:00:00","2024-01"
480018,1881,"2B","Work Completed","Supplies","2023-11-01 11:44:56",,"2024-01-30 09:44:00",1600031048,"2024-02-06 18:09:24","2023-11-20 09:43:00",,"881-2B-VACANCY CABINETS            ",0,,":Tax Amount",0,0,"2024-01-31 00:00:00","2024-01"
481338,7002,1106,"Work Completed","Repairs","2023-11-17 12:27:07",,"2024-01-12 13:37:00",1600031116,"2024-02-16 15:53:49","2024-01-12 11:50:00",,"7002-1106/Paint                    ",1,002             ,"ADD'L WORK NEEDED",75,75,"2024-01-31 00:00:00","2024-01"
486487,5032,"BLDG","Work Completed","Supplies","2024-02-06 08:34:24",,"2024-02-06 08:34:00",1600031117,"2024-02-16 15:57:35","2024-02-06 16:22:00",,"5032-BLDG-SUPPLIES                 ",4,"40-04240        ","Alarm, carbon monoxide/smoke electric",65,260,"2024-01-31 00:00:00","2024-01"
486729,1142,"2-2E","Work Completed","Supplies","2024-02-07 12:42:55",,"2024-02-07 12:42:00",1600031117,"2024-02-16 15:57:35","2024-02-08 16:38:00",,"1142-2-2E-COMBO ALARMS             ",4,"40-04240        ","Alarm, carbon monoxide/smoke electric",65,260,"2024-01-31 00:00:00","2024-01"
486250,3525,"BLDG","Work Completed","Supplies","2024-02-01 10:03:09",,"2024-02-01 10:03:00",1600031117,"2024-02-16 15:57:35","2024-02-01 15:46:00",,"3525/BLDG./EYS                     ",10,050             ,"Supplied Medeco Keys for the building entry door to the office",18,180,"2024-01-31 00:00:00","2024-01"
484296,3506,"4B","Work Completed","APH-Plumbing","2024-01-04 14:28:32",,"2024-01-04 14:28:00",1600031118,"2024-02-16 15:59:24","2024-02-13 19:27:00",,"3506-4B-PLUMBING                   ",1,"aph_plumbing    ","APH PLUMBING SERVICES",751,751,"2024-01-31 00:00:00","2024-01"
484296,3506,"4B","Work Completed","APH-Plumbing","2024-01-04 14:28:32",,"2024-01-04 14:28:00",1600031118,"2024-02-16 15:59:24","2024-02-13 19:27:00",,"3506-4B-PLUMBING                   ",1,"35-02000        ","Toilet Flapper",8.75,8.75,"2024-01-31 00:00:00","2024-01"
484296,3506,"4B","Work Completed","APH-Plumbing","2024-01-04 14:28:32",,"2024-01-04 14:28:00",1600031118,"2024-02-16 15:59:24","2024-02-13 19:27:00",,"3506-4B-PLUMBING                   ",1,"35-00251        ","Terry Wipes (Rags)",13.5,13.5,"2024-01-31 00:00:00","2024-01"
484296,3506,"4B","Work Completed","APH-Plumbing","2024-01-04 14:28:32",,"2024-01-04 14:28:00",1600031118,"2024-02-16 15:59:24","2024-02-13 19:27:00",,"3506-4B-PLUMBING                   ",1,"35-02050        ","Toilet Tank Handles",3.25,3.25,"2024-01-31 00:00:00","2024-01"
484296,3506,"4B","Work Completed","APH-Plumbing","2024-01-04 14:28:32",,"2024-01-04 14:28:00",1600031118,"2024-02-16 15:59:24","2024-02-13 19:27:00",,"3506-4B-PLUMBING                   ",1,"40-04250        ","Caulking, Bathroom Silicone (white)",12.95,12.95,"2024-01-31 00:00:00","2024-01"
485387,3506,"5B","Work Completed","APH-Plumbing","2024-01-19 11:51:21",,"2024-01-19 11:51:00",1600031118,"2024-02-16 15:59:24",,,"3506-5B-PLUMBING                   ",1,"35-01050        ","Joni Bolts SOS",2.62,2.62,"2024-01-31 00:00:00","2024-01"
485387,3506,"5B","Work Completed","APH-Plumbing","2024-01-19 11:51:21",,"2024-01-19 11:51:00",1600031118,"2024-02-16 15:59:24",,,"3506-5B-PLUMBING                   ",1,"aph_plumbing    ","APH PLUMBING SERVICES",678.57,678.57,"2024-01-31 00:00:00","2024-01"
485387,3506,"5B","Work Completed","APH-Plumbing","2024-01-19 11:51:21",,"2024-01-19 11:51:00",1600031118,"2024-02-16 15:59:24",,,"3506-5B-PLUMBING                   ",1,,"GARBAGE BAG",5,5,"2024-01-31 00:00:00","2024-01"
485107,2042,7,"Work Completed","APH-Plumbing","2024-01-17 10:13:25",,"2024-02-13 13:14:00",1600031118,"2024-02-16 15:59:24","2024-01-18 13:07:00",,"2042 - 7 - Radiator Valve leaking  ",1,"35-01200        ","Radiator,angle valve 1",128,128,"2024-01-31 00:00:00","2024-01"
484616,3506,"3C","Work Completed","APH-Plumbing","2024-01-09 11:03:14",,"2024-01-09 11:03:00",1600031118,"2024-02-16 15:59:24","2024-01-10 19:14:00","sepulved    ","3506-3C-PLUMBING                   ",0,,"",0,0,"2024-01-31 00:00:00","2024-01"
484616,3506,"3C","Work Completed","APH-Plumbing","2024-01-09 11:03:14",,"2024-01-09 11:03:00",1600031118,"2024-02-16 15:59:24","2024-01-10 19:14:00",,"3506-3C-PLUMBING                   ",1,"aph_plumbing    ","APH PLUMBING SERVICES",950,950,"2024-01-31 00:00:00","2024-01"
484753,3655,"3655-7","Work Completed","APH-Plumbing","2024-01-10 14:54:04",,"2024-01-10 14:54:00",1600031118,"2024-02-16 15:59:24","2024-01-16 07:46:00",,"3655-7-PLUMBING                    ",1,"aph_plumbing    ","APH PLUMBING SERVICES",520,520,"2024-01-31 00:00:00","2024-01"
484753,3655,"3655-7","Work Completed","APH-Plumbing","2024-01-10 14:54:04",,"2024-01-10 14:54:00",1600031118,"2024-02-16 15:59:24","2024-01-16 07:46:00",,"3655-7-PLUMBING                    ",1,"35-0072         ","Universal-Plumbing Supplies",35,35,"2024-01-31 00:00:00","2024-01"
485034,3522,"BOILER","Work Completed","APH-Plumbing","2024-01-16 11:13:15",,"2024-01-16 11:13:00",1600031118,"2024-02-16 15:59:24","2024-01-16 09:48:00",,"3522-BOILER-LEAK                   ",1,"aph_plumbing    ","APH PLUMBING SERVICES",3715,3715,"2024-01-31 00:00:00","2024-01"
484933,1022,"2A","Work Completed","APH-Plumbing","2024-01-12 12:15:38",,,1600031118,"2024-02-16 15:59:24",,,"1022 - 2A - Repair-move 2 Radiators",1,"aph_plumbing    ","APH PLUMBING SERVICES",640,640,"2024-01-31 00:00:00","2024-01"
486448,3507,"1C","Work Completed","Repairs","2024-02-05 11:58:52",,"2024-02-26 11:58:00",1600031227,"2024-03-08 12:46:42","2024-02-26 16:23:00",,"3507-1C-REPAIR                     ",1,335             ,"Scrape, plaster, paint the complete bedroom #1 ceiling",150,150,"2024-02-29 00:00:00","2024-02"
486404,2041,"BLDG","Work Completed","Supplies","2024-02-04 21:52:06",,"2024-02-04 21:52:00",1600031228,"2024-03-08 12:48:04","2024-02-14 16:41:00",,"2041-BLDG-SUPPLIES 2-5-2024        ",1,"50-01600        ","Tile, Flat Cap 2x6 each(198 case)",178.2,178.2,"2024-02-29 00:00:00","2024-02"
487290,1011,"BLDG","Work Completed","Supplies","2024-02-15 10:06:46",,"2024-02-15 10:06:00",1600031228,"2024-03-08 12:48:04","2024-02-23 16:44:00",,"1011-BLDG-SUPPLIES                 ",1,"35-00013        ","Hardwater Pressure Balance Gerber Cartridge Assembly (97-013)",105,105,"2024-02-29 00:00:00","2024-02"
487290,1011,"BLDG","Work Completed","Supplies","2024-02-15 10:06:46",,"2024-02-15 10:06:00",1600031228,"2024-03-08 12:48:04","2024-02-23 16:44:00",,"1011-BLDG-SUPPLIES                 ",2,"30-01500        ","Tape, Sheetrock",9.38,18.76,"2024-02-29 00:00:00","2024-02"
487290,1011,"BLDG","Work Completed","Supplies","2024-02-15 10:06:46",,"2024-02-15 10:06:00",1600031228,"2024-03-08 12:48:04","2024-02-23 16:44:00",,"1011-BLDG-SUPPLIES                 ",2,"10-00400        ","Pre hung door, 24x80",174.5,349,"2024-02-29 00:00:00","2024-02"
487307,1831,"1834-2D","Work Completed","Supplies","2024-02-15 10:50:53",,"2024-02-26 10:41:00",1600031228,"2024-03-08 12:48:04","2024-02-23 10:40:00",,"1834-2D-vacant sink hardware       ",1,"35-01400        ","Sink, Stainless Steel 25",66,66,"2024-02-29 00:00:00","2024-02"
487307,1831,"1834-2D","Work Completed","Supplies","2024-02-15 10:50:53",,"2024-02-26 10:41:00",1600031228,"2024-03-08 12:48:04","2024-02-23 10:40:00",,"1834-2D-vacant sink hardware       ",1,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange",5,5,"2024-02-29 00:00:00","2024-02"
487290,1011,"BLDG","Work Completed","Supplies","2024-02-15 10:06:46",,"2024-02-15 10:06:00",1600031228,"2024-03-08 12:48:04","2024-02-23 16:44:00",,"1011-BLDG-SUPPLIES                 ",3,"10-01300        ","Lock, Privacy",8.5,25.5,"2024-02-29 00:00:00","2024-02"
487290,1011,"BLDG","Work Completed","Supplies","2024-02-15 10:06:46",,"2024-02-15 10:06:00",1600031228,"2024-03-08 12:48:04","2024-02-23 16:44:00",,"1011-BLDG-SUPPLIES                 ",2,"10-01800        ","Lock, Passage",10.25,20.5,"2024-02-29 00:00:00","2024-02"
487387,1442,"BLDG","Work Completed","Supplies","2024-02-16 08:41:23",,"2024-02-16 08:41:00",1600031228,"2024-03-08 12:48:04","2024-02-21 10:33:00",,"1442-BLDG-Supplies 2-16-2024       ",4,"40-04552        ","Deodorant, rain forest (5 gallon containers)",43.9,175.6,"2024-02-29 00:00:00","2024-02"
487387,1442,"BLDG","Work Completed","Supplies","2024-02-16 08:41:23",,"2024-02-16 08:41:00",1600031228,"2024-03-08 12:48:04","2024-02-21 10:33:00",,"1442-BLDG-Supplies 2-16-2024       ",10,"40-00700        ","Bags, Garbage 48 XXH Large",62,620,"2024-02-29 00:00:00","2024-02"
487387,1442,"BLDG","Work Completed","Supplies","2024-02-16 08:41:23",,"2024-02-16 08:41:00",1600031228,"2024-03-08 12:48:04","2024-02-21 10:33:00",,"1442-BLDG-Supplies 2-16-2024       ",5,"40-00450        ","Bags, Recycle Clear 55 Gallon",40.58,202.9,"2024-02-29 00:00:00","2024-02"
486462,1868,"4C","Work Completed","","2024-02-05 13:38:59",,"2024-02-20 13:38:00",1600031234,"2024-03-08 12:54:50","2024-02-20 10:59:00",,"1868-4C-COUNTERTOP INSTALL         ",1,,"demo and remove old countertop",200,200,"2024-02-29 00:00:00","2024-02"
486462,1868,"4C","Work Completed","","2024-02-05 13:38:59",,"2024-02-20 13:38:00",1600031234,"2024-03-08 12:54:50","2024-02-20 10:59:00",,"1868-4C-COUNTERTOP INSTALL         ",1,,"install new countertop supplied by the super",200,200,"2024-02-29 00:00:00","2024-02"
486603,"arc",,"Work Completed","Supplies","2024-02-06 13:01:19",,"2024-02-06 13:01:00",1600031272,"2024-03-19 14:13:34","2024-02-06 16:27:00",,"1977-BLDG-SUPPLIES                 ",10,,"BLUE BINS 55 GAL",95.35,953.5,"2024-02-29 00:00:00","2024-02"
486449,3507,"2B","Work Completed","Repairs","2024-02-05 12:04:21",,"2024-03-11 12:04:00",1600031345,"2024-04-03 12:36:38","2024-03-11 10:02:00",,"3507-2B-REPAIR                     ",10,130             ,"SQFT    Demo the kitchen ceiling",3.65,36.5,"2024-03-31 00:00:00","2024-03"
486449,3507,"2B","Work Completed","Repairs","2024-02-05 12:04:21",,"2024-03-11 12:04:00",1600031345,"2024-04-03 12:36:38","2024-03-11 10:02:00",,"3507-2B-REPAIR                     ",1,145             ,"Scrape, plaster, paint the complete kitchen ceiling",150,150,"2024-03-31 00:00:00","2024-03"
487191,1004,"6F","Work Completed","Repairs","2024-02-13 15:58:54",,"2024-03-07 15:58:00",1600031345,"2024-04-03 12:36:38","2024-03-07 16:33:00",,"1004-6F-BATHROOM CEILING REPAIR    ",6,240             ,"SQFT   Repair the bathroom ceiling with sheetrock",5.75,34.5,"2024-03-31 00:00:00","2024-03"
487299,3184,"2A","Work Completed","Supplies","2024-02-15 10:38:50",,"2024-03-22 12:47:00",1600031346,"2024-04-03 12:37:34","2024-02-29 12:47:00",,"3184-2A-CABINET ORDER              ",1,,"Filler",188.6,188.6,"2024-03-31 00:00:00","2024-03"
487299,3184,"2A","Work Completed","Supplies","2024-02-15 10:38:50",,"2024-03-22 12:47:00",1600031346,"2024-04-03 12:37:34","2024-02-29 12:47:00",,"3184-2A-CABINET ORDER              ",1,"05-00350        ","Base Cabinet 21",285.2,285.2,"2024-03-31 00:00:00","2024-03"
487393,3519,"2B","Scheduled","Repairs","2024-02-16 09:20:26",,"2024-03-15 14:28:00",0,,,,"3519-2B-kitchen floor repairs      ",10,110             ,"SQFT   Install a new kitchen floor using underlayment and LVT.",10.5,105,,
487220,3014,503,"Canceled","Supplies","2024-02-14 09:21:51",,"2024-02-14 09:21:00",0,,,,"3014-503-supplies                  ",1,"del             ","DELIVERY CHARGE",30,30,,
484190,1440,"BLDG","Work Completed","Repairs","2024-01-03 12:34:43",,"2024-01-03 12:34:00",1600031047,"2024-02-06 18:08:22","2024-01-05 14:26:00",,"1440-LaundryRoom-Fire Repairs      ",1,002             ,"ADD'L WORK NEEDED",2019.6,2019.6,"2024-01-31 00:00:00","2024-01"
484190,1440,"BLDG","Work Completed","Repairs","2024-01-03 12:34:43",,"2024-01-03 12:34:00",1600031047,"2024-02-06 18:08:22","2024-01-05 14:26:00",,"1440-LaundryRoom-Fire Repairs      ",1,"svc             ","SERVICE TO BE RENDERED-CARPENTRY",11670,11670,"2024-01-31 00:00:00","2024-01"
484190,1440,"BLDG","Work Completed","Repairs","2024-01-03 12:34:43",,"2024-01-03 12:34:00",1600031047,"2024-02-06 18:08:22","2024-01-05 14:26:00",,"1440-LaundryRoom-Fire Repairs      ",0,,":Tax Amount",0,0,"2024-01-31 00:00:00","2024-01"
467293,1440,"BLDG","Work Completed","Supplies","2023-04-03 09:48:19",,"2024-01-29 11:19:55",1600031048,"2024-02-06 18:09:24","2023-04-04 11:18:00",,"1440-bldg-assrt supplies           ",0,,":Tax Amount",0,0,"2024-01-31 00:00:00","2024-01"
479986,1039,"1B","Work Completed","Supplies","2023-11-01 09:30:23",,"2024-01-30 09:59:47",1600031048,"2024-02-06 18:09:24","2023-11-20 09:59:00",,"1039-1B-CABINETS                   ",0,,":Tax Amount",0,0,"2024-01-31 00:00:00","2024-01"
480507,1831,"1831-24","Work Completed","Supplies","2023-11-08 09:57:21",,"2024-01-30 10:05:22",1600031048,"2024-02-06 18:09:24","2023-11-28 10:04:00",,"1831-24-sink base  HPD viol.       ",0,,":Tax Amount",0,0,"2024-01-31 00:00:00","2024-01"
