PONumber,WONumber,vendorCode,iQtyOrdered,ExpenseType,dUnitPrice,dTotalCost,dtordereddate,dtReceivedDate,stkcode,sDesc
41896   ,413204  ,"gol12",1,"Alltype Expense",0.01,0.01,"2021-02-17 00:00:00",,"05-02530        ","Toe Kick"
41460   ,414259  ,"gol12",1,"Alltype Expense",51.3,51.3,"2020-12-14 00:00:00",,"05-02530        ","Toe Kick"
41455   ,414343  ,"gol12",1,"Alltype Expense",51.3,51.3,"2020-12-14 00:00:00",,"05-02530        ","Toe Kick"
41437   ,413905  ,"gol12",2,"Alltype Expense",51.3,102.6,"2020-12-09 00:00:00",,"05-02530        ","Toe Kick"
41616   ,415982  ,"gol12",1,"Alltype Expense",51.3,51.3,"2021-01-15 00:00:00",,"05-02530        ","Toe Kick"
43202   ,428290  ,"gol12",1,"Payables",40,40,"2021-07-29 00:00:00",,"05-02530        ","Toe Kick"
41790   ,417632  ,"gol12",1,"Alltype Expense",38,38,"2021-02-08 00:00:00",,"05-02530        ","Toe Kick"
42027   ,419130  ,"gol12",1,"Alltype Expense",51.3,51.3,"2021-03-05 00:00:00",,"05-02530        ","Toe Kick"
41572   ,415170  ,"gol12",1,"Alltype Expense",0.01,0.01,"2021-01-08 00:00:00",,"05-02530        ","Toe Kick"
41748   ,417456  ,"gol12",1,"Alltype Expense",38,38,"2021-02-04 00:00:00",,"05-02530        ","Toe Kick"
48451   ,,"gol12",1,"Canceled",1,1,"2023-08-24 00:00:00",,"05-02530        ","Toe Kick"
48237   ,473459  ,"gol12",1,"Maintenance-COGS",48,48,"2023-07-25 00:00:00","08/09/2023 00:00:00","05-02530        ","Toe Kick"
48009   ,471246  ,"gol12",1,"Maintenance-COGS",48,48,"2023-06-13 00:00:00","07/03/2023 00:00:00","05-02530        ","Toe Kick"
47070   ,462548  ,"gol12",2,"Maintenance-COGS",50.49,100.98,"2023-02-06 00:00:00","03/03/2023 00:00:00","05-02530        ","Toe Kick"
46803   ,461252  ,"gol12",1,"Maintenance-COGS",48,48,"2023-01-04 00:00:00","01/31/2023 00:00:00","05-02530        ","Toe Kick"
47373   ,466368  ,"gol12",2,"Maintenance-COGS",48,96,"2023-03-16 00:00:00","03/28/2023 00:00:00","05-02530        ","Toe Kick"
47386   ,466448  ,"gol12",2,"Maintenance-COGS",48,96,"2023-03-17 00:00:00","03/28/2023 00:00:00","05-02530        ","Toe Kick"
47507   ,466926  ,"gol12",2,"Maintenance-COGS",48,96,"2023-03-31 00:00:00","05/09/2023 00:00:00","05-02530        ","Toe Kick"
47570   ,466061  ,"gol12",1,"Maintenance-COGS",48,48,"2023-04-12 00:00:00","04/21/2023 00:00:00","05-02530        ","Toe Kick"
47082   ,463094  ,"gol12",1,"Maintenance-COGS",48,48,"2023-02-07 00:00:00","02/17/2023 00:00:00","05-02530        ","Toe Kick"
47387   ,466232  ,"gol12",1,"Maintenance-COGS",48,48,"2023-03-17 00:00:00","03/28/2023 00:00:00","05-02530        ","Toe Kick"
47901   ,470171  ,"gol12",1,"Maintenance-COGS",48,48,"2023-05-24 00:00:00","06/15/2023 00:00:00","05-02530        ","Toe Kick"
47897   ,470145  ,"gol12",1,"Maintenance-COGS",48,48,"2023-05-24 00:00:00","06/15/2023 00:00:00","05-02530        ","Toe Kick"
47802   ,469266  ,"gol12",2,"Maintenance-COGS",48,96,"2023-05-11 00:00:00","05/24/2023 00:00:00","05-02530        ","Toe Kick"
47386   ,466448  ,"gol12",1,"Maintenance-COGS",91,91,"2023-03-17 00:00:00","03/28/2023 00:00:00","05-02550        ","Filler 3x84"
47420   ,466622  ,"gol12",1,"Canceled",116.1,116.1,"2023-03-22 00:00:00",,"05-02550        ","Filler 3x84"
47070   ,462548  ,"gol12",1,"Maintenance-COGS",100.98,100.98,"2023-02-06 00:00:00","03/03/2023 00:00:00","05-02565        ","Dishwasher Panel 3"""
47919   ,469942  ,"gol12",1,"Maintenance-COGS",255,255,"2023-05-25 00:00:00","06/15/2023 00:00:00","05-02575        ","Sink Base 27"
48120   ,472113  ,"gol12",1,"Maintenance-COGS",255,255,"2023-06-29 00:00:00","07/10/2023 00:00:00","05-02575        ","Sink Base 27"
41616   ,415982  ,"gol12",1,"Alltype Expense",209,209,"2021-01-15 00:00:00",,"05-02575        ","Sink Base 27"
1677    ,,"lem5",1,"XLegacyX",1,1,"2004-02-11 00:00:00",,"05-02575        ","Sink Base 27"
1684    ,,"lem5",1,"XLegacyX",146.66,146.66,"2004-02-11 00:00:00",,"05-02600        ","Sink Base 30"
1353    ,,"lem5",1,"XLegacyX",146.66,146.66,"2004-01-20 00:00:00",,"05-02600        ","Sink Base 30"
1364    ,,"lem5",1,"XLegacyX",146.66,146.66,"2004-01-20 00:00:00",,"05-02600        ","Sink Base 30"
1578    ,,"lem5",1,"XLegacyX",146.66,146.66,"2004-02-03 00:00:00",,"05-02600        ","Sink Base 30"
953     ,,"lem5",1,"XLegacyX",146.66,146.66,"2003-12-17 00:00:00",,"05-02600        ","Sink Base 30"
471     ,,"lem5",1,"XLegacyX",146.66,146.66,"2003-11-25 00:00:00",,"05-02600        ","Sink Base 30"
1155    ,,"lem5",1,"XLegacyX",146.66,146.66,"2004-01-08 00:00:00",,"05-02600        ","Sink Base 30"
2877    ,,"gol12",1,"XLegacyX",146.66,146.66,"2004-09-01 00:00:00",,"05-02600        ","Sink Base 30"
47597   ,466683  ,"gol12",1,"Maintenance-COGS",273,273,"2023-04-14 00:00:00","04/20/2023 00:00:00","05-02600        ","Sink Base 30"
1199    ,,"lem5",1,"XLegacyX",146.66,146.66,"2004-01-09 00:00:00",,"05-02600        ","Sink Base 30"
550     ,,"lem5",1,"XLegacyX",146.66,146.66,"2003-12-02 00:00:00",,"05-02600        ","Sink Base 30"
646     ,,"lem5",1,"XLegacyX",146.66,146.66,"2003-12-09 00:00:00",,"05-02600        ","Sink Base 30"
41460   ,414259  ,"gol12",1,"Alltype Expense",224,224,"2020-12-14 00:00:00",,"05-02600        ","Sink Base 30"
41790   ,417632  ,"gol12",1,"Alltype Expense",224,224,"2021-02-08 00:00:00",,"05-02600        ","Sink Base 30"
43202   ,428290  ,"gol12",1,"Payables",236,236,"2021-07-29 00:00:00",,"05-02600        ","Sink Base 30"
47791   ,469292  ,"gol12",1,"Maintenance-COGS",273,273,"2023-05-10 00:00:00","06/15/2023 00:00:00","05-02600        ","Sink Base 30"
48009   ,471246  ,"gol12",1,"Maintenance-COGS",273,273,"2023-06-13 00:00:00","07/03/2023 00:00:00","05-02600        ","Sink Base 30"
48451   ,,"gol12",1,"Canceled",1,1,"2023-08-24 00:00:00",,"05-02600        ","Sink Base 30"
47742   ,468940  ,"gol12",1,"Maintenance-COGS",273,273,"2023-05-02 00:00:00","05/23/2023 00:00:00","05-02600        ","Sink Base 30"
47791   ,469292  ,"gol12",1,"Maintenance-COGS",339,339,"2023-05-10 00:00:00","06/15/2023 00:00:00","05-02600        ","Sink Base 30"
47802   ,469266  ,"gol12",1,"Maintenance-COGS",273,273,"2023-05-11 00:00:00","05/24/2023 00:00:00","05-02600        ","Sink Base 30"
47430   ,466600  ,"gol12",1,"Maintenance-COGS",339,339,"2023-03-22 00:00:00","04/05/2023 00:00:00","05-02600        ","Sink Base 30"
47189   ,463641  ,"gol12",1,"Maintenance-COGS",273,273,"2023-02-22 00:00:00",,"05-02600        ","Sink Base 30"
46798   ,460982  ,"gol12",1,"Maintenance-COGS",369.95,369.95,"2023-01-04 00:00:00","01/31/2023 00:00:00","05-02600        ","Sink Base 30"
364     ,,"lem5",1,"XLegacyX",185.88,185.88,"2003-11-18 00:00:00",,"05-02601        ","Sink Base 30"
47070   ,462548  ,"gol12",1,"Maintenance-COGS",114.92,114.92,"2023-02-06 00:00:00","03/03/2023 00:00:00","05-02650        ","Filler 6x84"
47070   ,462548  ,"gol12",1,"Maintenance-COGS",314.41,314.41,"2023-02-06 00:00:00","03/03/2023 00:00:00","05-02700        ","Sink Base 33"
47430   ,466600  ,"gol12",1,"Maintenance-COGS",288,288,"2023-03-22 00:00:00","04/05/2023 00:00:00","05-02700        ","Sink Base 33"
41896   ,413204  ,"gol12",1,"Alltype Expense",0.01,0.01,"2021-02-17 00:00:00",,"05-02700        ","Sink Base 33"
609     ,,"lem5",1,"XLegacyX",153.67,153.67,"2003-12-05 00:00:00",,"05-02700        ","Sink Base 33"
255     ,,"lem5",1,"XLegacyX",160.27,160.27,"2003-11-14 00:00:00",,"05-02800        ","Sink Base 36"
1211    ,,"lem5",1,"XLegacyX",160.27,160.27,"2004-01-12 00:00:00",,"05-02800        ","Sink Base 36"
1176    ,,"lem5",1,"XLegacyX",203.11,203.11,"2004-01-08 00:00:00",,"05-02800        ","Sink Base 36"
421     ,,"lem5",2,"XLegacyX",160.27,320.54,"2003-11-24 00:00:00",,"05-02800        ","Sink Base 36"
166     ,,"lem5",1,"XLegacyX",1,1,"2003-11-11 00:00:00",,"05-02800        ","Sink Base 36"
47417   ,465350  ,"gol12",1,"Canceled",1,1,"2023-03-22 00:00:00",,"05-02800        ","Sink Base 36"
12399   ,,"gol12",1,"XLegacyX",207.95,207.95,"2009-08-31 00:00:00",,"05-02800        ","Sink Base 36"
22632   ,,"gol12",1,"XLegacyX",1,1,"2013-03-14 00:00:00",,"05-02800        ","Sink Base 36"
3014    ,,"gol12",1,"XLegacyX",1,1,"2004-09-21 00:00:00",,"05-02800        ","Sink Base 36"
47507   ,466926  ,"gol12",1,"Maintenance-COGS",303,303,"2023-03-31 00:00:00","05/09/2023 00:00:00","05-02800        ","Sink Base 36"
47813   ,468642  ,"gol12",1,"Maintenance-COGS",303,303,"2023-05-12 00:00:00","06/15/2023 00:00:00","05-02800        ","Sink Base 36"
47788   ,469281  ,"gol12",1,"Maintenance-COGS",303,303,"2023-05-10 00:00:00","06/15/2023 00:00:00","05-02800        ","Sink Base 36"
47886   ,469813  ,"gol12",1,"Maintenance-COGS",303.75,303.75,"2023-05-23 00:00:00","06/15/2023 00:00:00","05-02802        ","Sink Base 36"
47901   ,470171  ,"gol12",1,"Maintenance-COGS",332,332,"2023-05-24 00:00:00","06/15/2023 00:00:00","05-02802        ","Sink Base 36"
47387   ,466232  ,"gol12",1,"Maintenance-COGS",303,303,"2023-03-17 00:00:00","03/28/2023 00:00:00","05-02802        ","Sink Base 36"
48237   ,473459  ,"gol12",1,"Maintenance-COGS",332,332,"2023-07-25 00:00:00","08/09/2023 00:00:00","05-02802        ","Sink Base 36"
47791   ,469292  ,"gol12",1,"Maintenance-COGS",408,408,"2023-05-10 00:00:00","06/15/2023 00:00:00","05-02900        ","Sink Base 39''"
47373   ,466368  ,"gol12",1,"Maintenance-COGS",332,332,"2023-03-16 00:00:00","03/28/2023 00:00:00","05-03000        ","Sink Base 42"
47701   ,468686  ,"gol12",1,"Maintenance-COGS",332,332,"2023-04-26 00:00:00","05/23/2023 00:00:00","05-03000        ","Sink Base 42"
47082   ,463094  ,"gol12",1,"Maintenance-COGS",408,408,"2023-02-07 00:00:00","02/17/2023 00:00:00","05-03000        ","Sink Base 42"
47055   ,462925  ,"gol12",1,"Maintenance-COGS",380,380,"2023-02-03 00:00:00","04/25/2023 00:00:00","05-03000        ","Sink Base 42"
46803   ,461252  ,"gol12",1,"Maintenance-COGS",189.95,189.95,"2023-01-04 00:00:00","01/31/2023 00:00:00","05-03000        ","Sink Base 42"
1380    ,,"lem5",1,"XLegacyX",174.26,174.26,"2004-01-21 00:00:00",,"05-03000        ","Sink Base 42"
41572   ,415170  ,"gol12",1,"Alltype Expense",0.01,0.01,"2021-01-08 00:00:00",,"05-03000        ","Sink Base 42"
22605   ,,"gol12",1,"XLegacyX",1,1,"2013-03-12 00:00:00",,"05-03000        ","Sink Base 42"
940     ,,"lem5",1,"XLegacyX",174.26,174.26,"2003-12-17 00:00:00",,"05-03000        ","Sink Base 42"
131     ,,"lem5",1,"XLegacyX",1,1,"2003-11-07 00:00:00",,"05-03000        ","Sink Base 42"
1596    ,,"lem5",1,"XLegacyX",174.26,174.26,"2004-02-04 00:00:00",,"05-03000        ","Sink Base 42"
1159    ,,"lem5",1,"XLegacyX",1,1,"2004-01-08 00:00:00",,"05-03000        ","Sink Base 42"
33      ,,"lem5",1,"XLegacyX",1,1,"2003-11-03 00:00:00",,"05-03000        ","Sink Base 42"
1278    ,,"lem5",1,"XLegacyX",174.26,174.26,"2004-01-15 00:00:00",,"05-03000        ","Sink Base 42"
1615    ,,"lem5",1,"XLegacyX",174.26,174.26,"2004-02-05 00:00:00",,"05-03000        ","Sink Base 42"
1617    ,,"lem5",1,"XLegacyX",174.26,174.26,"2004-02-05 00:00:00",,"05-03000        ","Sink Base 42"
1355    ,,"lem5",1,"XLegacyX",174.26,174.26,"2004-01-20 00:00:00",,"05-03000        ","Sink Base 42"
1621    ,,"lem5",1,"XLegacyX",174.26,174.26,"2004-02-05 00:00:00",,"05-03000        ","Sink Base 42"
992     ,,"lem5",1,"XLegacyX",174.26,174.26,"2003-12-22 00:00:00",,"05-03000        ","Sink Base 42"
1129    ,,"lem5",1,"XLegacyX",174.26,174.26,"2004-01-06 00:00:00",,"05-03000        ","Sink Base 42"
982     ,,"lem5",1,"XLegacyX",203.53,203.53,"2003-12-19 00:00:00",,"05-03100        ","Sink Base 48"
541     ,,"lem5",1,"XLegacyX",203.53,203.53,"2003-12-02 00:00:00",,"05-03100        ","Sink Base 48"
517     ,,"lem5",1,"XLegacyX",203.53,203.53,"2003-12-01 00:00:00",,"05-03100        ","Sink Base 48"
476     ,,"lem5",1,"XLegacyX",203.53,203.53,"2003-11-25 00:00:00",,"05-03100        ","Sink Base 48"
1474    ,,"lem5",1,"XLegacyX",203.53,203.53,"2004-01-27 00:00:00",,"05-03100        ","Sink Base 48"
1211    ,,"lem5",1,"XLegacyX",203.53,203.53,"2004-01-12 00:00:00",,"05-03100        ","Sink Base 48"
1202    ,,"lem5",1,"XLegacyX",203.53,203.53,"2004-01-09 00:00:00",,"05-03100        ","Sink Base 48"
159     ,,"lem5",1,"XLegacyX",1,1,"2003-11-10 00:00:00",,"05-03100        ","Sink Base 48"
47420   ,466622  ,"gol12",1,"Canceled",467.1,467.1,"2023-03-22 00:00:00",,"05-03100        ","Sink Base 48"
73      ,,"lem5",1,"XLegacyX",1,1,"2003-11-05 00:00:00",,"05-03100        ","Sink Base 48"
78      ,,"lem5",1,"XLegacyX",1,1,"2003-11-05 00:00:00",,"05-03100        ","Sink Base 48"
22616   ,,"gol12",1,"XLegacyX",1,1,"2013-03-13 00:00:00",,"05-03100        ","Sink Base 48"
22631   ,,"gol12",1,"XLegacyX",1,1,"2013-03-14 00:00:00",,"05-03100        ","Sink Base 48"
628     ,,"lem5",1,"XLegacyX",203.53,203.53,"2003-12-08 00:00:00",,"05-03100        ","Sink Base 48"
41437   ,413905  ,"gol12",1,"Alltype Expense",299,299,"2020-12-09 00:00:00",,"05-03100        ","Sink Base 48"
41455   ,414343  ,"gol12",1,"Alltype Expense",299,299,"2020-12-14 00:00:00",,"05-03100        ","Sink Base 48"
47386   ,466448  ,"gol12",1,"Maintenance-COGS",364,364,"2023-03-17 00:00:00","03/28/2023 00:00:00","05-03100        ","Sink Base 48"
47570   ,466061  ,"gol12",1,"Maintenance-COGS",365,365,"2023-04-12 00:00:00","04/21/2023 00:00:00","05-03100        ","Sink Base 48"
48152   ,472310  ,"gol12",1,"Maintenance-COGS",887,887,"2023-07-07 00:00:00","07/18/2023 00:00:00","05-03200        ","Sink Base 60"
48152   ,472310  ,"gol12",1,"Maintenance-COGS",587,587,"2023-07-07 00:00:00","08/02/2023 00:00:00","05-03200        ","Sink Base 60"
1192    ,,"lem5",1,"XLegacyX",360.07,360.07,"2004-01-09 00:00:00",,"05-03200        ","Sink Base 60"
621     ,,"lem5",1,"XLegacyX",1,1,"2003-12-05 00:00:00",,"05-03200        ","Sink Base 60"
620     ,,"lem5",1,"XLegacyX",360.07,360.07,"2003-12-05 00:00:00",,"05-03200        ","Sink Base 60"
616     ,,"lem5",1,"XLegacyX",360.07,360.07,"2003-12-05 00:00:00",,"05-03200        ","Sink Base 60"
1105    ,,"lem5",1,"XLegacyX",360.07,360.07,"2004-01-05 00:00:00",,"05-03200        ","Sink Base 60"
42027   ,419130  ,"gol12",1,"Alltype Expense",458,458,"2021-03-05 00:00:00",,"05-03200        ","Sink Base 60"
355     ,,"lem5",1,"XLegacyX",360.07,360.07,"2003-11-17 00:00:00",,"05-03200        ","Sink Base 60"
1599    ,,"lem5",1,"XLegacyX",360.07,360.07,"2004-02-04 00:00:00",,"05-03200        ","Sink Base 60"
127     ,,"lem5",1,"XLegacyX",1,1,"2003-11-07 00:00:00",,"05-03200        ","Sink Base 60"
1591    ,,"lem5",1,"XLegacyX",360.07,360.07,"2004-02-04 00:00:00",,"05-03200        ","Sink Base 60"
1212    ,,"lem5",1,"XLegacyX",360.07,360.07,"2004-01-12 00:00:00",,"05-03200        ","Sink Base 60"
1294    ,,"lem5",1,"XLegacyX",360.07,360.07,"2004-01-15 00:00:00",,"05-03200        ","Sink Base 60"
1682    ,,"lem5",1,"XLegacyX",360.07,360.07,"2004-02-11 00:00:00",,"05-03200        ","Sink Base 60"
1679    ,,"lem5",1,"XLegacyX",360.07,360.07,"2004-02-11 00:00:00",,"05-03200        ","Sink Base 60"
442     ,,"lem5",1,"XLegacyX",360.07,360.07,"2003-11-24 00:00:00",,"05-03200        ","Sink Base 60"
440     ,,"lem5",1,"XLegacyX",360.07,360.07,"2003-11-24 00:00:00",,"05-03200        ","Sink Base 60"
371     ,,"lem5",1,"XLegacyX",360.07,360.07,"2003-11-18 00:00:00",,"05-03200        ","Sink Base 60"
209     ,,"lem5",1,"XLegacyX",1,1,"2003-11-12 00:00:00",,"05-03200        ","Sink Base 60"
654     ,,"lem5",1,"XLegacyX",360.07,360.07,"2003-12-10 00:00:00",,"05-03200        ","Sink Base 60"
1010    ,,"lem5",1,"XLegacyX",146.66,146.66,"2003-12-23 00:00:00",,"05-03200        ","Sink Base 60"
917     ,,"lem5",1,"XLegacyX",360.07,360.07,"2003-12-16 00:00:00",,"05-03200        ","Sink Base 60"
41485   ,414539  ,"gol12",1,"Alltype Expense",120,120,"2020-12-18 00:00:00",,"05-03300        ","Wall Cab 15/30"
47430   ,466600  ,"gol12",1,"Maintenance-COGS",160,160,"2023-03-22 00:00:00","04/05/2023 00:00:00","05-03400        ","Wall cab 18/30"
1677    ,,"lem5",2,"XLegacyX",1,2,"2004-02-11 00:00:00",,"05-03400        ","Wall cab 18/30"
3311    ,,"gol12",1,"XLegacyX",88.78,88.78,"2004-11-11 00:00:00",,"05-03400        ","Wall cab 18/30"
46702   ,460467  ,"gol12",1,"Payables",160,160,"2022-12-20 00:00:00","01/06/2023 00:00:00","05-03400        ","Wall cab 18/30"
46702   ,460467  ,"gol12",1,"Payables",178,178,"2022-12-20 00:00:00","01/06/2023 00:00:00","05-03550        ","Wall Cab 21/30"
33      ,,"lem5",1,"XLegacyX",1,1,"2003-11-03 00:00:00",,"05-03600        ","Wall Cab 24/18"
646     ,,"lem5",1,"XLegacyX",78.2,78.2,"2003-12-09 00:00:00",,"05-03600        ","Wall Cab 24/18"
628     ,,"lem5",2,"XLegacyX",105.06,210.12,"2003-12-08 00:00:00",,"05-03700        ","Wall Cab 24/30"
47813   ,468642  ,"gol12",2,"Maintenance-COGS",191,382,"2023-05-12 00:00:00","06/15/2023 00:00:00","05-03700        ","Wall Cab 24/30"
48389   ,474826  ,"gol12",1,"Maintenance-COGS",219.65,219.65,"2023-08-15 00:00:00","08/10/2023 00:00:00","05-03700        ","Wall Cab 24/30"
48216   ,473111  ,"gol12",2,"Maintenance-COGS",191,382,"2023-07-19 00:00:00","08/09/2023 00:00:00","05-03700        ","Wall Cab 24/30"
47417   ,465350  ,"gol12",2,"Canceled",1,2,"2023-03-22 00:00:00",,"05-03700        ","Wall Cab 24/30"
1684    ,,"lem5",1,"XLegacyX",105.06,105.06,"2004-02-11 00:00:00",,"05-03700        ","Wall Cab 24/30"
1211    ,,"lem5",1,"XLegacyX",105.06,105.06,"2004-01-12 00:00:00",,"05-03700        ","Wall Cab 24/30"
1353    ,,"lem5",2,"XLegacyX",105.06,210.12,"2004-01-20 00:00:00",,"05-03700        ","Wall Cab 24/30"
1353    ,,"lem5",1,"XLegacyX",105.06,105.06,"2004-01-20 00:00:00",,"05-03700        ","Wall Cab 24/30"
995     ,,"lem5",2,"XLegacyX",105.06,210.12,"2003-12-22 00:00:00",,"05-03700        ","Wall Cab 24/30"
609     ,,"lem5",1,"XLegacyX",105.06,105.06,"2003-12-05 00:00:00",,"05-03700        ","Wall Cab 24/30"
541     ,,"lem5",1,"XLegacyX",105.06,105.06,"2003-12-02 00:00:00",,"05-03700        ","Wall Cab 24/30"
1677    ,,"lem5",2,"XLegacyX",120.71,241.42,"2004-02-11 00:00:00",,"05-03800        ","Wall Cab 27/30"
41455   ,414343  ,"gol12",1,"Alltype Expense",126,126,"2020-12-14 00:00:00",,"05-03950        ","Wall Cab 30/15"
41455   ,414343  ,"gol12",1,"Alltype Expense",137,137,"2020-12-14 00:00:00",,"05-04000        ","Wall Cab 30/18"
47802   ,469266  ,"gol12",1,"Maintenance-COGS",167,167,"2023-05-11 00:00:00","05/24/2023 00:00:00","05-04000        ","Wall Cab 30/18"
47430   ,466600  ,"gol12",2,"Maintenance-COGS",167,334,"2023-03-22 00:00:00","04/05/2023 00:00:00","05-04000        ","Wall Cab 30/18"
47373   ,466368  ,"gol12",1,"Maintenance-COGS",167,167,"2023-03-16 00:00:00","03/28/2023 00:00:00","05-04000        ","Wall Cab 30/18"
1211    ,,"lem5",1,"XLegacyX",94.77,94.77,"2004-01-12 00:00:00",,"05-04000        ","Wall Cab 30/18"
364     ,,"lem5",1,"XLegacyX",94.77,94.77,"2003-11-18 00:00:00",,"05-04000        ","Wall Cab 30/18"
442     ,,"lem5",1,"XLegacyX",94.77,94.77,"2003-11-24 00:00:00",,"05-04000        ","Wall Cab 30/18"
46702   ,460467  ,"gol12",2,"Payables",167,334,"2022-12-20 00:00:00","01/06/2023 00:00:00","05-04000        ","Wall Cab 30/18"
1224    ,,"lem5",1,"XLegacyX",94.77,94.77,"2004-01-12 00:00:00",,"05-04000        ","Wall Cab 30/18"
1438    ,,"lem5",1,"XLegacyX",94.77,94.77,"2004-01-26 00:00:00",,"05-04000        ","Wall Cab 30/18"
1155    ,,"lem5",1,"XLegacyX",94.77,94.77,"2004-01-08 00:00:00",,"05-04000        ","Wall Cab 30/18"
1155    ,,"lem5",1,"XLegacyX",123.59,123.59,"2004-01-08 00:00:00",,"05-04100        ","Wall Cab 30/30"
1578    ,,"lem5",2,"XLegacyX",123.59,247.18,"2004-02-03 00:00:00",,"05-04100        ","Wall Cab 30/30"
128     ,,"lem5",2,"XLegacyX",1,2,"2003-11-07 00:00:00",,"05-04100        ","Wall Cab 30/30"
1601    ,,"lem5",2,"XLegacyX",123.59,247.18,"2004-02-04 00:00:00",,"05-04100        ","Wall Cab 30/30"
1224    ,,"lem5",1,"XLegacyX",123.59,123.59,"2004-01-12 00:00:00",,"05-04100        ","Wall Cab 30/30"
442     ,,"lem5",2,"XLegacyX",123.59,247.18,"2003-11-24 00:00:00",,"05-04100        ","Wall Cab 30/30"
353     ,,"lem5",1,"XLegacyX",123.59,123.59,"2003-11-17 00:00:00",,"05-04100        ","Wall Cab 30/30"
471     ,,"lem5",2,"XLegacyX",123.59,247.18,"2003-11-25 00:00:00",,"05-04100        ","Wall Cab 30/30"
370     ,,"lem5",2,"XLegacyX",123.59,247.18,"2003-11-18 00:00:00",,"05-04100        ","Wall Cab 30/30"
364     ,,"lem5",1,"XLegacyX",123.59,123.59,"2003-11-18 00:00:00",,"05-04100        ","Wall Cab 30/30"
609     ,,"lem5",1,"XLegacyX",123.59,123.59,"2003-12-05 00:00:00",,"05-04100        ","Wall Cab 30/30"
931     ,,"lem5",2,"XLegacyX",123.59,247.18,"2003-12-16 00:00:00",,"05-04100        ","Wall Cab 30/30"
926     ,,"lem5",2,"XLegacyX",123.59,247.18,"2003-12-16 00:00:00",,"05-04100        ","Wall Cab 30/30"
927     ,,"lem5",2,"XLegacyX",123.59,247.18,"2003-12-16 00:00:00",,"05-04100        ","Wall Cab 30/30"
1211    ,,"lem5",2,"XLegacyX",123.59,247.18,"2004-01-12 00:00:00",,"05-04100        ","Wall Cab 30/30"
1294    ,,"lem5",2,"XLegacyX",123.59,247.18,"2004-01-15 00:00:00",,"05-04100        ","Wall Cab 30/30"
1355    ,,"lem5",2,"XLegacyX",123.59,247.18,"2004-01-20 00:00:00",,"05-04100        ","Wall Cab 30/30"
1353    ,,"lem5",1,"XLegacyX",123.59,123.59,"2004-01-20 00:00:00",,"05-04100        ","Wall Cab 30/30"
1474    ,,"lem5",2,"XLegacyX",123.59,247.18,"2004-01-27 00:00:00",,"05-04100        ","Wall Cab 30/30"
